Date,Predicted_Close,Shares_Held,Investment_Value,Return_%
2025-06-01,161.4912249999998,61.92286918375914,10000.0,0.0
2025-09-01,158.23762499999972,61.92286918375914,9798.527752823718,-2.014722471762816
2025-12-01,158.18579999999974,61.92286918375914,9795.31860012827,-2.0468139987172984
2026-06-01,158.18579999999974,61.92286918375914,9795.31860012827,-2.0468139987172984
